Processes: 406 total, 2 running, 404 sleeping, 1604 threads 
2018/10/10 16:34:20
Load Avg: 2.02, 2.24, 2.00 
CPU usage: 9.18% user, 22.44% sys, 68.36% idle 
SharedLibs: 239M resident, 65M data, 24M linkedit.
MemRegions: 68151 total, 3376M resident, 94M private, 623M shared.
PhysMem: 8150M used (1519M wired), 41M unused.
VM: 2500G vsize, 1313M framework vsize, 639804(0) swapins, 686930(0) swapouts.
Networks: packets: 1232368/1406M in, 906203/92M out.
Disks: 662728/12G read, 684821/11G written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP PPID STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
287   commerce         0.0  00:03.43 3     1   105+   15M+   0B     14M+   287  1    sleeping *0[73+]     0.00000 0.00000    501 27220+   264+    4503+     5992+     62663+    12342+    37225+     1049+   5414     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
286   secinitd         0.0  00:01.31 2     2   46+    6852K+ 0B     6304K+ 286  1    sleeping *0[55+]     0.00000 0.00000    501 10000+   204+    1156+     3508+     36593+    5012+     8321+      10+     112      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
283   CalendarAgent    0.0  00:25.28 3     1   233+   30M+   64K+   15M+   283  1    sleeping *129+[1+]   0.00000 0.00000    501 60868+   741+    40049+    13710+    373430+   148459+   167221+    2183+   6231     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
282   imagent          0.0  00:01.09 2     1   138+   3884K+ 0B     1420K+ 282  1    sleeping *0[1+]      0.00000 0.00000    501 10945+   308+    6608+     5944+     25762+    21945+    20955+     1016+   292      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
281   NotificationCent 0.0  00:14.93 3     1   289+   49M+   0B     31M+   281  1    sleeping *0[1621+]   0.00000 0.00000    501 58362+   482+    49803+    23441+    69454+    187640+   106402+    5222+   6739     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
280   parsecd          0.0  00:02.55 2     1   74+    7988K+ 0B     4384K+ 280  1    sleeping *0[2098+]   0.00000 0.00000    501 17606+   355+    3464+     2783+     50000+    8457+     32459+     1097+   6221     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
279   filecoordination 0.0  00:07.07 2     2   105+   1472K+ 0B     404K+  279  1    sleeping *0[1+]      0.00000 0.00000    0   6337+    148+    81637+    19371+    227837+   84306+    25737+     139+    66       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
278   sharingd         0.0  00:46.93 4     2   218+   18M+   0B     9788K+ 278  1    sleeping *0[19271+]  0.00000 0.00000    501 50126+   935+    308883+   105202+   531348+   1450935+  787309+    1589+   12890    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
276   iconservicesagen 0.0  00:04.06 2     2   96+    7504K+ 256K+  4848K+ 276  1    sleeping *0[488+]    0.00000 0.00000    501 47522+   180+    3746+     1208+     104451+   14887+    17073+     3813+   105      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
275   com.apple.dock.e 0.0  00:03.06 3     1   168+   5712K+ 0B     3320K+ 275  1    sleeping *7+[3+]     0.00000 0.00000    501 16141+   436+    30168+    12986+    45226+    114864+   65145+     886+    5507     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
274   useractivityd    0.0  00:24.46 4     3   100+   3764K+ 0B     2016K+ 274  1    sleeping *12+[2390+] 0.00000 0.00000    501 17501+   208+    24782+    17202+    103195+   879001+   692717+    395+    3126     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
273   usernoted        0.0  00:07.43 2     1   142+   12M+   0B     7092K+ 273  1    sleeping *0[1+]      0.00000 0.00000    501 31872+   296+    17580+    7804+     34806+    20137+    34329+     821+    361      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
272   accountsd        0.0  00:20.33 2     1   267+   20M+   64K+   14M+   272  1    sleeping *0[3693+]   0.00000 0.00000    501 53484+   827+    62849+    15278+    280634+   193966+   127337+    2470+   469      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
271   identityservices 0.0  00:09.02 6     1   162+   8868K+ 20K+   5712K+ 271  1    sleeping *0[1+]      0.00000 0.00000    501 24962+   435+    90284+    23051+    153197+   181140+   91089+     1180+   340      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
269   callservicesd    0.0  00:02.33 2     1   332+   8460K+ 0B     5452K+ 269  1    sleeping *0[554+]    0.00000 0.00000    501 20372+   471+    20985+    9745+     38115+    40645+    27772+     2123+   383      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
268   Spotlight        0.0  00:08.30 4     1   248+   28M+   0B     15M+   268  1    sleeping *0[2931+]   0.00000 0.00000    501 35451+   602+    62942+    24601+    104662+   178602+   131415+    3152+   6456     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
267   WirelessRadioMan 0.0  00:00.34 2     1   52+    1688K+ 0B     672K+  267  1    sleeping *0[1+]      0.00000 0.00000    0   5007+    190+    1528+     915+      10998+    3482+     4197+      219+    48       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
266   SubmitDiagInfo   0.0  00:21.54 3     1   63+    11M+   0B     9288K+ 266  1    sleeping  0[0]       0.00000 0.00000    0   31700+   322+    7186+     5006+     148310+   12192+    66317+     422+    5192     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
265   spindump         0.0  00:00.45 2     2   74+    3416K+ 0B     808K+  265  1    sleeping *0[1+]      0.00000 0.00000    0   8699+    193+    1158+     672+      4734+     1966+     2603+      780+    54       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
262   tccd             0.0  00:02.03 2     1   62+    6164K+ 0B     4480K+ 262  1    sleeping *0[374+]    0.00000 0.00000    501 12902+   200+    8525+     6344+     38267+    14667+    14327+     47+     109      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
261   pkd              0.0  00:17.44 2     1   89+    4676K+ 0B     2288K+ 261  1    sleeping *0[2563+]   0.00000 0.00000    501 40642+   181+    19252+    5481+     501115+   37174+    161728+    13+     215      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
257   sharedfilelistd  0.0  00:01.17 2     2   101+   4924K+ 0B     3072K+ 257  1    sleeping *0[713+]    0.00000 0.00000    501 7055+    205+    5123+     4265+     23399+    8302+     10760+     56+     141      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
255   ViewBridgeAuxili 0.0  00:08.50 2     1   290+   2764K+ 0B     1432K+ 255  1    sleeping *0[31239+]  0.00000 0.00000    501 7978+    196+    299531+   105597+   106318+   378880+   147970+    38+     5258     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
254   fontd            0.0  00:24.97 2     2   131+   7704K+ 128K+  3380K+ 254  1    sleeping *0[74053+]  0.00000 0.00000    501 29536+   192+    329754+   84489+    452967+   290206+   172390+    30+     1939     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
253   pboard           0.0  00:01.32 2     1   121+   3384K+ 0B     2248K+ 253  1    sleeping *0[1+]      0.00000 0.00000    501 4116+    206+    26300+    5777+     45262+    38393+    24467+     44+     118      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
250   trustd           0.0  00:35.96 2     2   172+   12M+   1224K+ 4140K+ 250  1    sleeping *0[7135+]   0.00000 0.00000    501 42034+   214+    58376+    14756+    308640+   140593+   123937+    171+    2243     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
249   secd             0.0  00:10.57 2     2   118+   10M+   64K+   2928K+ 249  1    sleeping *0[1+]      0.00000 0.00000    501 28666+   875+    41193+    9706+     97013+    81886+    41087+     1014+   224      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
247   lsd              0.0  00:02.44 2     1   422+   6172K+ 0B     4428K+ 247  1    sleeping *0[2302+]   0.00000 0.00000    501 23023+   892+    29700+    14946+    68911+    36603+    29623+     1034+   376      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
246   Finder           0.0  01:02.06 7     1   461+   82M+   12K+   47M+   246  1    sleeping  0[3526+]   0.00000 0.00000    501 295041+  1506+   362798+   118251+   489494+   869107+   361864+    17572+  4109     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
245   SystemUIServer   0.0  00:59.57 3     1   278+   21M+   8192B+ 8252K+ 245  1    sleeping *0[3128+]   0.00000 0.00000    501 74688+   478+    324920+   101803+   275391+   1402031+  745623+    2337+   9752     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
244   CommCenter       0.0  00:06.47 7     2   231+   6340K+ 0B     3472K+ 244  1    sleeping *0[1+]      0.00000 0.00000    501 19387+   448+    45396+    9883+     153132+   64447+    111827+    3922+   11403    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
243   Dock             0.0  00:43.10 3     1   518+   28M+   264K+  14M+   243  1    sleeping *1+[29+]    0.00000 0.00000    501 267484+  532+    286553+   61861+    443646+   682845+   528325+    14108+  16112    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
242   talagent         0.0  00:03.16 2     1   142+   8472K+ 0B     6428K+ 242  1    sleeping *0[1+]      0.00000 0.00000    501 10940+   277+    26873+    15259+    61354+    114685+   61674+     195+    4928     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
240   distnoted        0.0  00:08.00 2     1   366+   4912K+ 0B     1844K+ 240  1    sleeping *0[1+]      0.00000 0.00000    501 3268+    95+     95792+    34895+    82032+    80954+    67157+     15+     1        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
238   UserEventAgent   0.0  00:35.30 3     1   807+   4564K+ 0B     1448K+ 238  1    sleeping *0[1+]      0.00000 0.00000    501 23295+   271+    51364+    22943+    86551+    930347+   715302+    215+    1027     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
236   cfprefsd         0.0  00:09.28 2     2   443+   2272K+ 4096B+ 604K+  236  1    sleeping *0[8843+]   0.00000 0.00000    501 18195+   94+     79599+    23759+    241786+   96812+    65398+     8+      1221     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
235   securityd_servic 0.0  00:00.14 2     2   29+    2000K+ 0B     1780K+ 235  1    sleeping *0[1+]      0.00000 0.00000    0   1981+    134+    295+      108+      572+      309+      201+       4+      1        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
234   coreauthd        0.0  00:00.19 2     1   31+    1524K+ 0B     516K+  234  1    sleeping *0[117+]    0.00000 0.00000    0   4844+    171+    1359+     650+      2262+     1476+     1778+      166+    37       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
228   mds_stores       0.0  01:13.50 3     1   80+    62M+   808K+  25M+   228  1    sleeping *0[1+]      0.00000 0.00000    0   889568+  4759+   183673+   68030+    978174+   230735+   404950+    76526+  8838     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
227   postgres         0.0  00:09.35 1     0   8+     616K+  0B     220K+  227  89   sleeping *0[1+]      0.00000 0.00000    502 448+     73+     13+       5+        120736+   15+       19171+     3+      26       0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
226   postgres         0.0  00:01.90 1     0   8+     1300K+ 0B     488K+  226  89   sleeping *0[1+]      0.00000 0.00000    502 907+     87+     10+       5+        78049+    15+       16535+     45+     3126     0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
225   postgres         0.0  00:00.46 1     0   8+     4568K+ 0B     4480K+ 225  89   sleeping *0[1+]      0.00000 0.00000    502 1342+    57+     12+       5+        20865+    15+       12146+     1+      6165     0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
224   postgres         0.0  00:00.51 1     0   8+     1428K+ 0B     1348K+ 224  89   sleeping *0[1+]      0.00000 0.00000    502 549+     57+     12+       5+        21256+    15+       12486+     1+      6425     0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
223   postgres         0.0  00:00.04 1     0   8+     1868K+ 0B     1700K+ 223  89   sleeping *0[1+]      0.00000 0.00000    502 773+     70+     10+       5+        892+      15+       514+       13+     123      0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
222   com.apple.Perfor 0.0  00:09.73 2     2   83+    4548K+ 0B     2260K+ 222  1    sleeping *0[15345+]  0.00000 0.00000    0   8176+    129+    54203+    18923+    165034+   37620+    56391+     11+     499      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
220   postgres         0.0  00:00.00 1     0   8+     388K+  0B     252K+  220  89   sleeping *0[1+]      0.00000 0.00000    502 291+     72+     10+       5+        175+      15+       71+        7+      1        0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
219   GSSCred          0.0  00:00.02 3     3   18+    680K+  0B     452K+  219  1    sleeping *0[1+]      0.00000 0.00000    0   1560+    129+    59+       27+       951+      132+      693+       1+      0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
216   com.apple.Accoun 0.0  00:00.06 2     2   19+    1116K+ 0B     408K+  216  1    sleeping *0[91+]     0.00000 0.00000    0   2652+    135+    982+      394+      1727+     1092+     817+       24+     13       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
207   bootinstalld     0.0  00:00.04 2     1   25+    2312K+ 0B     2308K+ 207  1    sleeping *0[1+]      0.00000 0.00000    0   3054+    162+    66+       24+       508+      172+      161+       59+     0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
206   com.apple.audio. 0.0  00:00.01 2     2   17+    892K+  0B     888K+  206  1    sleeping *0[2+]      0.00000 0.00000    202 2575+    146+    96+       34+       475+      208+      105+       1+      0        0.0   0      0      _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
205   AudioComponentRe 0.0  00:00.08 2     1   38+    3272K+ 0B     3192K+ 205  1    sleeping *0[8+]      0.00000 0.00000    0   3660+    144+    421+      346+      1302+     1352+     842+       35+     10       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
204   com.apple.CodeSi 0.0  00:01.08 2     2   20+    4556K+ 0B     3900K+ 204  1    sleeping *0[523+]    0.00000 0.00000    0   5831+    137+    5280+     2335+     63084+    5028+     5866+      0       121      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
197   colorsyncd       0.0  00:00.02 5     4   32+    2084K+ 0B     2080K+ 197  1    sleeping *0[29+]     0.00000 0.00000    0   1791+    128+    179+      57+       630+      234+      153+       0       0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
196   colorsync.displa 0.0  00:00.05 2     1   47+    1084K+ 0B     1044K+ 196  1    sleeping *0[4+]      0.00000 0.00000    0   2511+    130+    394+      324+      1282+     1293+     850+       22+     8        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
195   tccd             0.0  00:04.19 2     1   48+    9532K+ 0B     7280K+ 195  1    sleeping *0[431+]    0.00000 0.00000    0   12675+   208+    7388+     5991+     98469+    17901+    22175+     210+    141      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
194   CVMServer        0.0  00:00.27 2     2   47+    2268K+ 0B     1776K+ 194  1    sleeping *0[1+]      0.00000 0.00000    0   2824+    139+    2787+     992+      15399+    2905+     1620+      11+     115      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
193   secinitd         0.0  00:00.20 2     2   39+    3684K+ 0B     3124K+ 193  1    sleeping *0[3+]      0.00000 0.00000    0   4751+    181+    218+      3010+     7951+     3270+     4812+      28+     70       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
190   thermald         0.0  00:00.03 2     1   31+    800K+  0B     692K+  190  1    sleeping *0[1+]      0.00000 0.00000    0   2680+    132+    537+      434+      632+      1155+     389+       9+      13       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
189   usbd             0.0  00:29.46 3     2   52+    2328K+ 0B     2004K+ 189  1    sleeping  0[0]       0.00000 0.00000    0   5306+    153+    1242386+  758713+   106516+   2094077+  283083+    67+     23       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
188   watchdogd        0.0  00:00.64 4     1   41+    744K+  0B     440K+  188  1    sleeping *0[1+]      0.00000 0.00000    0   1839+    127+    7757+     2935+     8563+     6390+     13582+     0       3475     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
187   apfsd            0.0  00:00.07 2     1   39+    884K+  0B     548K+  187  1    sleeping *0[1+]      0.00000 0.00000    0   2180+    134+    1779+     391+      516+      2526+     1535+      16+     6        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
186   com.apple.ifdrea 0.0  00:00.05 2     1   30+    1040K+ 0B     700K+  186  1    sleeping *0[29+]     0.00000 0.00000    0   3160+    146+    705+      305+      622+      876+      314+       11+     0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
185   WindowServer     0.0  41:10.24 8     4   2071+  182M+  8284K+ 41M+   185  1    sleeping *0[1+]      0.00000 0.00000    88  2006584+ 35827+  35059551+ 15379893+ 28049586+ 55844994+ 16790528+  6096+   988187   0.0   0      0      _windowserver      N/A    N/A   N/A   N/A   N/A   N/A  
182   taskgated        0.0  00:02.69 2     0   22+    1660K+ 0B     856K+  182  1    sleeping *0[1+]      0.00000 0.00000    0   2632+    134+    2088+     148+      125880+   4905+     4537+      10+     19       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
181   syspolicyd       0.0  00:06.40 2     1   65+    9904K+ 12K+   4736K+ 181  1    sleeping *0[590+]    0.00000 0.00000    0   11915+   288+    9034+     5802+     203682+   15495+    34863+     87+     86       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
180   awdd             0.0  00:03.94 2     1   121+   3984K+ 64K+   2200K+ 180  1    sleeping *0[1522+]   0.00000 0.00000    0   11479+   207+    21033+    11331+    112169+   36284+    41149+     933+    2130     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
178   mDNSResponderHel 0.0  00:02.76 3     2   41+    1488K+ 0B     1036K+ 178  1    sleeping *0[1+]      0.00000 0.00000    0   2550+    136+    102913+   51623+    53030+    51849+    59382+     1+      25745    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
174   symptomsd        0.0  00:16.87 2     1   119+   6312K+ 64K+   2168K+ 174  1    sleeping *0[1493+]   0.00000 0.00000    24  45180+   199+    29712+    17288+    352400+   135747+   125641+    1652+   1669     0.0   0      0      _networkd          N/A    N/A   N/A   N/A   N/A   N/A  
173   mDNSResponder    0.0  00:15.90 5     1   84+    4180K+ 0B     2344K+ 173  1    sleeping *0[1+]      0.00000 0.00000    65  7290+    178+    16156+    8284+     892982+   28927+    144671+    208+    22675    0.0   0      0      _mdnsresponder     N/A    N/A   N/A   N/A   N/A   N/A  
167   nsurlsessiond    0.0  00:02.12 2     1   86+    5924K+ 0B     3756K+ 167  1    sleeping *0[4802+]   0.00000 0.00000    242 12808+   240+    2180+     2661+     38039+    7444+     27249+     283+    5226     0.0   0      0      _nsurlsessiond     N/A    N/A   N/A   N/A   N/A   N/A  
163   mobileassetd     0.0  00:04.44 2     1   64+    12M+   0B     6320K+ 163  1    sleeping *0[1424+]   0.00000 0.00000    0   26126+   469+    14337+    6583+     37191+    14927+    21238+     224+    73       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
161   com.apple.audio. 0.0  00:00.21 2     2   39+    1952K+ 0B     1440K+ 161  1    sleeping *0[3+]      0.00000 0.00000    202 4011+    140+    276+      3014+     7995+     3362+     4919+      1+      63       0.0   0      0      _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
158   coreaudiod       0.0  05:35.10 5     1   265+   6144K+ 0B     3776K+ 158  1    sleeping *0[1+]      0.00000 0.00000    202 88697+   254+    2585643+  169108+   4540113+  3480007+  4296789+   1082+   1434942  0.0   0      0      _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
157   ctkd             0.0  00:00.04 2     2   21+    2152K+ 0B     2140K+ 157  1    sleeping *0[3+]      0.00000 0.00000    259 2897+    152+    83+       34+       500+      172+      177+       23+     0        0.0   0      0      _ctkd              N/A    N/A   N/A   N/A   N/A   N/A  
155   airportd         0.0  00:47.26 6     4   133+   18M+   0B     7284K+ 155  1    sleeping *0[21449+]  0.00000 0.00000    0   95792+   212+    356606+   144528+   1228753+  365787+   499950+    709+    3699     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
152   com.apple.ctkpcs 0.0  00:00.03 2     2   23+    872K+  0B     856K+  152  1    sleeping *0[3+]      0.00000 0.00000    0   2531+    147+    98+       37+       414+      180+      108+       71+     0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
146   nehelper         0.0  00:00.40 2     1   58+    3260K+ 0B     2960K+ 146  1    sleeping *0[84+]     0.00000 0.00000    0   8329+    171+    1768+     753+      9243+     3293+     3333+      258+    83       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
144   trustd           0.0  00:18.31 2     2   88+    7920K+ 128K+  4092K+ 144  1    sleeping *0[3569+]   0.00000 0.00000    0   21239+   221+    43724+    10102+    338576+   114678+   103621+    892+    972      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
143   lsd              0.0  00:01.76 2     1   107+   3680K+ 0B     2168K+ 143  1    sleeping *2+[13+]    0.00000 0.00000    0   15572+   674+    5594+     5010+     30374+    9500+     16621+     1377+   218      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
137   contextstored    0.0  00:18.23 3     2   117+   5368K+ 1088K+ 2060K+ 137  1    sleeping *0[3758+]   0.00000 0.00000    0   43574+   199+    124255+   39904+    296197+   235775+   213707+    842+    13110    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
129   aslmanager       0.0  00:00.12 2     2   22+    1212K+ 0B     1156K+ 129  1    sleeping *0[1+]      0.00000 0.00000    0   2143+    131+    193+      121+      3707+     251+      657+       10+     7        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
115   coreservicesd    0.0  00:06.46 4     1   291+   6560K+ 0B     4116K+ 115  1    sleeping *0[1+]      0.00000 0.00000    0   6788+    163+    77123+    17082+    131511+   116563+   99611+     122+    13634    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
113   authd            0.0  00:01.19 3     3   78+    5708K+ 0B     4184K+ 113  1    sleeping *0[379+]    0.00000 0.00000    0   7238+    182+    4579+     5373+     26909+    11505+    10996+     312+    113      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
110   cfprefsd         0.0  00:07.65 2     2   644+   2060K+ 0B     372K+  110  1    sleeping *0[7144+]   0.00000 0.00000    0   25569+   95+     79391+    28597+    229060+   108247+   76669+     41+     1155     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
109   distnoted        0.0  00:01.03 2     1   150+   2476K+ 0B     1768K+ 109  1    sleeping *0[1+]      0.00000 0.00000    241 1733+    95+     16122+    4323+     11731+    15903+    7277+      17+     0        0.0   0      0      _distnote          N/A    N/A   N/A   N/A   N/A   N/A  
108   notifyd          0.0  00:18.38 2     2   392+   1792K+ 0B     212K+  108  1    sleeping *0[1+]      0.00000 0.00000    0   4732+    78+     504130+   232906+   341659+   527696+   408485+    2+      434      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
107   amfid            0.0  00:01.89 2     2   38+    6328K+ 0B     5252K+ 107  1    sleeping *0[1+]      0.00000 0.00000    0   6014+    193+    1066+     3771+     26357+    5310+     13831+     249+    79       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
106   AirPlayXPCHelper 0.0  00:01.14 2     2   119+   3376K+ 0B     2288K+ 106  1    sleeping *0[1+]      0.00000 0.00000    0   9228+    183+    18406+    7691+     39484+    27746+    26146+     1302+   203      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
105   corebrightnessd  0.0  00:05.04 2     1   90+    7760K+ 0B     6692K+ 105  1    sleeping *0[1+]      0.00000 0.00000    0   11884+   156+    52310+    9422+     64448+    155140+   78782+     325+    2375     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
103   hidd             0.0  07:14.53 6     2   282+   3032K+ 0B     952K+  103  1    sleeping *0[1+]      0.00000 0.00000    261 197987+  180+    7936248+  4725114+  6632197+  9092199+  5252971+   757+    24191    0.0   0      0      _hidd              N/A    N/A   N/A   N/A   N/A   N/A  
102   bluetoothd       0.0  02:02.47 3     1   138+   3608K+ 0B     1836K+ 102  1    sleeping *0[1+]      0.00000 0.00000    0   10582+   229+    1958537+  1228522+  815353+   2147200+  804973+    1277+   141      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
100   KernelEventAgent 0.0  00:00.02 3     1   25+    712K+  0B     704K+  100  1    sleeping *0[1+]      0.00000 0.00000    0   1537+    128+    78+       22+       577+      260+      202+       19+     0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
99    revisiond        0.0  00:00.40 3     1   70+    5224K+ 0B     4080K+ 99   1    sleeping *0[111+]    0.00000 0.00000    0   7209+    176+    1196+     563+      8949+     4020+     2917+      241+    46       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
98    logind           0.0  00:00.12 2     1   73+    1144K+ 0B     560K+  98   1    sleeping *0[1+]      0.00000 0.00000    0   4783+    531+    1176+     458+      1484+     1774+     2381+      260+    17       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
97    loginwindow      0.0  00:25.63 2     1   532+   31M+   0B     12M+   97   1    sleeping *0[1852+]   0.00000 0.00000    501 107881+  847+    152426+   67096+    175650+   358312+   191537+    4733+   8032     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
96    mysqld           0.0  04:46.29 37    0   60+    348M+  0B     347M+  96   1    sleeping *0[1+]      0.00000 0.00000    74  94834+   669+    1100515+  550166+   13617763+ 551294+   7876182+   4220+   4573477  0.0   0      0      _mysql             N/A    N/A   N/A   N/A   N/A   N/A  
92    dasd             0.0  00:08.89 3     2   58+    3972K+ 0B     1720K+ 92   1    sleeping *0[2213+]   0.00000 0.00000    0   22013+   224+    25055+    4307+     116551+   34410+    65415+     501+    5351     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
90    autofsd          0.0  00:00.02 2     2   21+    692K+  0B     688K+  90   1    sleeping *0[1+]      0.00000 0.00000    0   1704+    135+    63+       27+       401+      145+      117+       2+      1        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
89    postgres         0.0  00:02.13 1     0   21+    12M+   0B     12M+   89   1    sleeping *0[1+]      0.00000 0.00000    502 79988+   65951+  5260+     2620+     53186+    2786+     9563+      385+    3        0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
